category,funding
Apps,150000.0
Blogging Platforms,150000.0
Curated Web,150000.0
Digital Media,150000.0
SEO,150000.0
Web Tools,150000.0
Technology,535714.0
Enterprise Software,10000000.0
Android,1800000.0
iPhone,1800000.0
Public Relations,1800000.0
Translation,1800000.0
VoIP,1800000.0
Hardware + Software,700000.0
Information Technology,10000000.0
Digital Media,1600000.0
Internet Service Providers,18000000.0
Wireless,18000000.0
Curated Web,11600000.0
Online Dating,11600000.0
E-Commerce,40000.0
Web Hosting,6500000.0
Marketplaces,75000.0
Advertising,5000000.0
Public Transportation,4500000.0
Transportation,4500000.0
Apps,100000.0
Local,100000.0
Public Transportation,100000.0
Services,100000.0
Shipping,100000.0
Mobile,7950000.0
Software,7950000.0
Consulting,3350909.0
Corporate Training,5000000.0
Education,5000000.0
English-Speaking,5000000.0
Language Learning,5000000.0
Mobile,5000000.0
Software,5000000.0
Agriculture,350000.0
Analytics,350000.0
Food Processing,350000.0
Sensors,350000.0
Financial Services,217500.0
Food Processing,25000.0
Curated Web,50000.0
Advertising,2500000.0
Loyalty Programs,2500000.0
Marketing Automation,2500000.0
Retail Technology,2500000.0
SaaS,2500000.0
Career Planning,300000.0
Collaboration,300000.0
Curated Web,300000.0
Events,300000.0
Finance,300000.0
Private Social Networking,300000.0
Productivity Software,300000.0
Project Management,300000.0
Small and Medium Businesses,300000.0
E-Commerce,12200000.0
Clean Technology,4480000.0
Health Care,38431786.04
Chemicals,150000.0
Energy,150000.0
Fuels,150000.0
Biotechnology,33000000.0
Consulting,7576257.0
Software,130000.0
SaaS,135002.0
Software,7000000.0
Design,70000000.0
Curated Web,3500000.0
Mobile,2275000.0
Photography,2275000.0
Publishing,2275000.0
Hardware,7531040.0
Information Technology,7531040.0
Software,7531040.0
Biotechnology,4858520.0
Hardware + Software,65864387.0
E-Commerce,189686.0
SaaS,3700000.0
Search,3700000.0
Intelligent Systems,15826.0
Natural Language Processing,15826.0
Systems,15826.0
Electronics,154783.0
Biotechnology,36400000.0
Information Technology,27181081.0
Biotechnology,50000.0
Electronics,25500.0
Manufacturing,25500.0
Podcast,25500.0
Hardware + Software,3440000.0
Technology,23222506.0
Fashion,847623.0
Photo Sharing,847623.0
Women,847623.0
Customer Service,1000000.0
Open Source,1000000.0
SaaS,1000000.0
Software,1000000.0
Mobile,80000.0
Aerospace,100000000.0
Services,100000000.0
Transportation,100000000.0
Travel,100000000.0
IT Management,111000000.0
Professional Networking,111000000.0
Social Media,111000000.0
Software,111000000.0
Mobile Commerce,1465654.0
Photo Sharing,1465654.0
Social Media,1465654.0
Games,3200000.0
Big Data Analytics,1700000.0
Machine Learning,1700000.0
Natural Language Processing,1700000.0
Sales and Marketing,1700000.0
Enterprise Software,120999995.0
Curated Web,5500000.0
Information Technology,150000.0
E-Commerce,800000.0
Shopping,800000.0
Sunglasses,800000.0
Software,70101284.0
Cloud Computing,840000.0
Service Providers,840000.0
Services,840000.0
Analytics,7960177.28
Cyber Security,13400000.0
Enterprise Security,13400000.0
Security,13400000.0
Software,56000000.0
Advice,1070000.0
Curated Web,1070000.0
Health and Wellness,1070000.0
Private Social Networking,1070000.0
Social Network Media,1070000.0
Software,3869960.0
Music,76000000.0
Social Network Media,76000000.0
Hardware + Software,106000000.0
Biotechnology,40000.0
Biotechnology,49300000.0
Health Care,49300000.0
Health Care,111270388.0
Medical Devices,111270388.0
Biotechnology,43999998.0
Health Care,43999998.0
Therapeutics,43999998.0
Health Care,3855156.0
Hardware + Software,258427.0
Hardware + Software,500200.0
Health Care,20610000.0
Curated Web,300000.0
E-Commerce,300000.0
File Sharing,300000.0
Social Commerce,300000.0
Web Tools,300000.0
Location Based Services,3910000.0
Mobile,3910000.0
Social Commerce,3910000.0
Software,490000.0
Consumer Goods,2995000.0
Manufacturing,2995000.0
Services,2995000.0
Manufacturing,13708764.0
Medical,13708764.0
Medical Devices,13708764.0
Biotechnology,100000.0
Health Care,62500000.0
Health Care,8800000.0
Health Care,1083695.0
Health and Wellness,500000.0
Health Care,13348172.0
Health Care,15085185.0
Health Care,10000000.0
Health and Wellness,1500000.0
Medical,1500000.0
Medical Devices,1500000.0
Pharmaceuticals,3345095.0
Health Care,15000000.0
Entertainment,7000000.0
Events,7000000.0
Internet Marketing,7000000.0
Local,7000000.0
Internet,1000000.0
Biotechnology,64000000.0
Education,200000.0
Bicycles,2000000.0
Collaborative Consumption,2000000.0
Curated Web,2000000.0
File Sharing,2000000.0
Online Rental,2000000.0
Peer-to-Peer,2000000.0
Software,678000.0
Coffee,1450000.0
Internet of Things,1450000.0
Marketplaces,1450000.0
Sustainability,1450000.0
Technology,1450000.0
Biotechnology,1900000.0
Manufacturing,24250000.0
Internet,51400000.0
Social Network Media,51400000.0
Technology,51400000.0
Analytics,1200000.0
Facebook Applications,1200000.0
Internet Marketing,1200000.0
Social Media,1200000.0
Twitter Applications,1200000.0
Software,184029.0
Biotechnology,3000000.0
Health Diagnostics,3000000.0
Games,250000.0
Games,150000.0
Online Dating,150000.0
Messaging,105500000.0
Biotechnology,12483000.0
Health Diagnostics,12483000.0
Digital Media,750000.0
E-Commerce,750000.0
Social Commerce,750000.0
Ticketing,750000.0
Health Care,71300000.0
Semiconductors,1450000.0
Bioinformatics,4115591.0
Enterprise Software,4115591.0
Games,864535.0
Clean Technology,80000.0
Music,45000000.0
Hardware + Software,80900000.0
Social Network Media,9000000.0
Web Hosting,9000000.0
Android,220000.0
Apps,220000.0
Cloud Computing,220000.0
Hardware + Software,220000.0
Health and Wellness,220000.0
iOS,220000.0
Mobile,220000.0
PaaS,220000.0
Real Time,220000.0
Sensors,220000.0
Software,220000.0
Tracking,220000.0
Wearables,220000.0
Web Development,220000.0
Clean Technology,2000000.0
Real Estate,41000000.0
Analytics,8000000.0
Hardware + Software,7714643.0
Software,7714643.0
Location Based Services,977000.0
Mobile,977000.0
E-Commerce,1250000.0
Fashion,1250000.0
Apps,1500000.0
Information Technology,1500000.0
Sales and Marketing,1500000.0
Sales Automation,1500000.0
Software,1500000.0
Medical Devices,8600000.0
Development Platforms,9341046.0
Medical,9341046.0
Medical Devices,9341046.0
Fitness,110000.0
Bio-Pharm,500000.0
Clinical Trials,500000.0
Pharmaceuticals,500000.0
Discounts,1043775.0
Home & Garden,1043775.0
Property Management,1043775.0
Real Estate,1043775.0
Search,1043775.0
Events,1400000.0
Analytics,50000.0
Cloud Computing,50000.0
Internet of Things,50000.0
SaaS,50000.0
Software,50000.0
Advertising,300000.0
Email Marketing,300000.0
Social Media,300000.0
Analytics,50000.0
Graphic Design,50000.0
Internet,50000.0
Web Presence Management,50000.0
Advertising,4000000.0
Social Media,4000000.0
Television,4000000.0
Video,4000000.0
Advertising,16045000.0
Advertising Platforms,16045000.0
Brand Marketing,16045000.0
Digital Media,16045000.0
Facebook Applications,16045000.0
Internet Marketing,16045000.0
Social Media Marketing,16045000.0
Services,4749999.0
Events,7500000.0
Software,7500000.0
Curated Web,10000.0
Apps,460598.0
Billing,460598.0
Hospitality,460598.0
Mobile Payments,460598.0
Restaurants,460598.0
Online Travel,4749900.0
Travel,4749900.0
Outsourcing,70000.0
Music,7250000.0
Analytics,22000000.0
E-Commerce,5107145.0
Advertising,475000.0
Employment,20000.0
Recruiting,20000.0
Social Media,20000.0
Social Recruiting,20000.0
Curated Web,1000000.0
Analytics,300000.0
Mobile,300000.0
SaaS,300000.0
Finance,129320.0
Music,129320.0
Nightclubs,129320.0
Social Media,129320.0
Analytics,110000.0
Consumer Electronics,5049997.0
Hardware + Software,5049997.0
Finance Technology,1200000.0
Mobile Payments,1200000.0
Property Management,1200000.0
Service Providers,145000.0
Transportation,145000.0
Travel,145000.0
Billing,1400000.0
Curated Web,1400000.0
Mobile,1400000.0
Mobile Payments,1400000.0
Personal Finance,1400000.0
E-Commerce,120000.0
Health and Wellness,120000.0
Mobile,120000.0
Personal Health,120000.0
Retail,120000.0
SaaS,120000.0
Social Commerce,120000.0
Consumer Internet,700000.0
Interest Graph,700000.0
Networking,700000.0
Social Media,700000.0
Apps,70000.0
Mobile,70000.0
Photo Sharing,70000.0
Music,150000.0
Software,40000000.0
Advertising,550000.0
Analytics,550000.0
Coupons,550000.0
E-Commerce,550000.0
Enterprise Software,550000.0
Facebook Applications,550000.0
Promotional,550000.0
SaaS,550000.0
Sales and Marketing,550000.0
Social Bookmarking,550000.0
Social Media,550000.0
Twitter Applications,550000.0
Hardware + Software,250000.0
Biotechnology,688250.0
Medical Devices,688250.0
Medical Devices,800000.0
Search,7000000.0
Email Marketing,19311.0
Games,170000.0
Incentives,170000.0
Internet,170000.0
Local,170000.0
Mobile,170000.0
Search,170000.0
Social Media,170000.0
Sports,170000.0
Technology,170000.0
Brand Marketing,120000.0
Consumer Goods,120000.0
Medical,14000.0
Contact Management,25100000.0
CRM,25100000.0
Crowdsourcing,25100000.0
Email,25100000.0
Human Resources,25100000.0
Networking,25100000.0
Sales and Marketing,25100000.0
Software,25100000.0
Task Management,25100000.0
E-Commerce,272895.0
Fashion,272895.0
Mens Specific,272895.0
Online Shopping,272895.0
Entertainment,30000.0
Social Media,30000.0
Social Network Media,30000.0
Incentives,850000.0
Local Businesses,850000.0
Mobile,850000.0
Photo Sharing,850000.0
Social Commerce,850000.0
Cloud Infrastructure,53246636.0
Computers,53246636.0
Contact Centers,53246636.0
Customer Service,53246636.0
Enterprise Software,53246636.0
SaaS,53246636.0
Software,53246636.0
Content,482000.0
Curated Web,482000.0
Information Technology,482000.0
Mobile,482000.0
Entertainment,280831.0
Games,280831.0
Sports,280831.0
Advertising,1030000.0
Hardware,6500000.0
Virtual Currency,6500000.0
Mobile,170000.0
Curated Web,400000.0
Advertising,10000000.0
Media,10000000.0
Curated Web,2000000.0
Advertising,65656.0
Events,65656.0
Advertising,175000.0
B2B,175000.0
Brand Marketing,175000.0
Advertising,141403.5641
Advertising Platforms,141403.5641
Information Technology,141403.5641
Marketplaces,141403.5641
Sponsorship,141403.5641
Sports,141403.5641
Business Services,800000.0
Finance,800000.0
Advertising,9590000.0
Games,9590000.0
Mobile,9590000.0
Monetization,9590000.0
SaaS,9590000.0
Technology,9590000.0
Ediscovery,200000.0
Local,200000.0
Mobile,200000.0
Social Media,200000.0
Mobile,200000.0
Curated Web,147000.0
Software,1000000.0
Colleges,5020000.0
Curated Web,5020000.0
Journalism,5020000.0
Media,5020000.0
News,5020000.0
Publishing,5020000.0
Career Planning,949605.0
Entertainment,949605.0
Events,949605.0
Local,949605.0
Mobile,949605.0
Search,949605.0
Social Media,949605.0
Hospitality,10000.0
Logistics,10000.0
Restaurants,10000.0
Services,10000.0
Art,25000000.0
Curated Web,25000000.0
DIY,25000000.0
Handmade,25000000.0
Women,25000000.0
Advertising,204545.0
Analytics,204545.0
Incentives,204545.0
Loyalty Programs,204545.0
Marketing Automation,204545.0
Mobile Payments,204545.0
NFC,204545.0
Restaurants,204545.0
Consumer Goods,1000000.0
Hospitality,1000000.0
Service Industries,1000000.0
Specialty Foods,1000000.0
Delivery,13500000.0
Hospitality,13500000.0
Games,1000000.0
App Marketing,6500.0
Apps,6500.0
College Campuses,6500.0
Local,6500.0
Social Media,6500.0
University Students,6500.0
Advertising,3900000.0
Consumers,400000.0
Electronics,400000.0
Mobile Devices,400000.0
Retail,400000.0
Social Media,839146.0
Social Network Media,839146.0
Sports,839146.0
Manufacturing,34320.0
Sports,40000.0
Software,39129500.0
Soccer,1250000.0
Sports,1250000.0
Emerging Markets,25000.0
Mobile,25000.0
Photography,25000.0
Sports,25000.0
Sports,6507366.0
Technology,6507366.0
Tracking,6507366.0
Loyalty Programs,45000.0
Mobile,45000.0
Mobile Advertising,45000.0
Sports,45000.0
Sports Stadiums,45000.0
E-Commerce,653717.0
Social Commerce,653717.0
Sports,653717.0
CRM,50000.0
Maps,50000.0
Online Reservations,50000.0
Search,50000.0
Social Media,50000.0
Sports,50000.0
Networking,20000.0
Recruiting,20000.0
Reviews and Recommendations,20000.0
Sports,20000.0
Fitness,300000.0
Marketplaces,300000.0
Sports,300000.0
MicroBlogging,200000.0
Sports,200000.0
Application Platforms,1179047.0
Online Identity,1179047.0
Sports,1179047.0
Big Data Analytics,30000.0
Fantasy Sports,30000.0
Social Games,30000.0
Social Network Media,129390.0
Sports,129390.0
Internet,40000.0
Software,40000.0
Sports,40000.0
Ad Targeting,11489687.0
Advertising,11489687.0
Social Media,11489687.0
Sports,11489687.0
Crowdsourcing,150000.0
Games,150000.0
Sports,150000.0
Sports,60395.0
Sports,60000.0
Enterprises,429239.0
Search,429239.0
Social Network Media,429239.0
Sports,429239.0
Video,429239.0
Games,503000.0
Sports,503000.0
News,3200000.0
Sports,3200000.0
Sports,466969.0
Curated Web,16012580.92
Social Network Media,16012580.92
Sports,16012580.92
Technology,16012580.92
Sports,2179233.0
Mobile Software Tools,506576.0
Social Network Media,506576.0
Software,506576.0
Sports,506576.0
Training,506576.0
Sports,270862.0
Adventure Travel,450000.0
Internet Marketing,450000.0
Reviews and Recommendations,450000.0
Sports,450000.0
Sports,70000.0
Fitness,100000.0
Mobile,100000.0
Sports,100000.0
Curated Web,653426.0
Media,653426.0
Social Media,653426.0
Sports,653426.0
Advertising,29082909.71
E-Commerce,29082909.71
Flash Sales,29082909.71
Retail,29082909.71
Sports,29082909.71
Sports,98201432.23
Apps,2000000.0
Internet,2000000.0
Software,2000000.0
Sports,15000.0
Services,5000000.0
Sporting Goods,5000000.0
Sports,5000000.0
Social Media,1738250.0
Computers,5000000.0
Franchises,5000000.0
Games,5000000.0
Home & Garden,5000000.0
Internet,5000000.0
Simulation,5000000.0
Sports,5000000.0
Gps,626562.054
Sports,626562.054
Wearables,626562.054
Colleges,500000.0
Recruiting,500000.0
SaaS,500000.0
Sports,500000.0
Real Estate,25000.0
News,100000.0
Sports,100000.0
Fantasy Sports,200000.0
Sports,200000.0
E-Commerce,1000000.0
Sports,400000.0
Entertainment,485000.0
Fantasy Sports,485000.0
Games,485000.0
Blogging Platforms,2250000.0
Consumer Goods,2250000.0
Curated Web,2250000.0
Sports,2250000.0
Mobile,4800000.0
Sports,4800000.0
Entertainment,2000000.0
Sports,2000000.0
Mobile,280000.0
Fitness,2519440.0
Health and Wellness,2519440.0
Sports,2519440.0
News,100000.0
Sports,100000.0
Game,465000.0
Games,465000.0
Fantasy Sports,6004999.0
Apps,950000.0
Curated Web,4500000.0
News,4500000.0
Real Time,4500000.0
Sports,4500000.0
Software,12500000.0
Concerts,15000.0
Consumer Goods,15000.0
Software,15000.0
Sports,15000.0
Games,20395.0
Recruiting,100000.0
Social Network Media,100000.0
Sports,100000.0
Consumer Electronics,3500000.0
Mobile,3500000.0
Sports,3500000.0
E-Commerce,245000.0
Social Buying,245000.0
Sports,245000.0
E-Commerce,8217278.0
Local,8217278.0
SaaS,8217278.0
Small and Medium Businesses,8217278.0
Sports,8217278.0
Mobile,423000.0
SaaS,423000.0
Sports,423000.0
Sports,647250.0
Android,445000.0
Apps,445000.0
iPhone,445000.0
Social Media,445000.0
Sports,445000.0
Analytics,95000.0
Social Media,95000.0
Sports,95000.0
Mobile,392230.3525
Portals,392230.3525
Sports,392230.3525
Social Network Media,31991.63952
Sports,31991.63952
Events,10000000.0
Media,10000000.0
Sports,10000000.0
Hospitality,300000.0
Analytics,358969.0
Developer APIs,358969.0
Finance,358969.0
Social Media,358969.0
Software,358969.0
Android,375000.0
Automated Kiosk,375000.0
Digital Signage,375000.0
Software,375000.0
Mobile,50000.0
Telecommunications,50000.0
Transaction Processing,50000.0
Consumer Goods,75000.0
Specialty Foods,75000.0
Health and Wellness,750000.0
Health Care,750000.0
Medical Devices,750000.0
Mobile,1000000.0
Communities,118000.0
Medical,118000.0
Mobile,118000.0
E-Commerce,500000.0
Entertainment,500000.0
Mobile,500000.0
Mobile Commerce,500000.0
Music,500000.0
Sports,500000.0
Curated Web,22000.0
Chat,450000.0
Events,450000.0
Messaging,450000.0
Mobile,450000.0
Social + Mobile + Local,450000.0
Social Network Media,450000.0
Social Search,450000.0
Auctions,73000.0
Classifieds,73000.0
E-Commerce,73000.0
Internet,73000.0
Online Shopping,73000.0
Technology,73000.0
Finance,21929351.0
Advertising,7500000.0
Mobile,7500000.0
Wireless,7500000.0
Local Search,461658.0
Mobile Advertising,461658.0
Real Time,461658.0
Software,461658.0
Curated Web,600000.0
Mobile,67983.0
Privacy,1150000.0
Security,1150000.0
Apps,1000000.0
Technology,1000000.0
Curated Web,27510000.0
Marketplaces,27510000.0
Parking,27510000.0
Startups,27510000.0
Travel,20000.0
Travel & Tourism,20000.0
Vacation Rentals,20000.0
Cloud Computing,1063779080.0
Entertainment,1063779080.0
Music,1063779080.0
Video Streaming,1063779080.0
Web Hosting,638000.0
Email Marketing,188811.3457
Location Based Services,188811.3457
Search Marketing,188811.3457
Social Media Advertising,188811.3457
Social Media Marketing,188811.3457
Photography,11000.0
Software,28500.0
E-Commerce,200000.0
Search,200000.0
Mobile,1858875.0
Retail,1858875.0
Education,250000.0
Music,15000.0
Finance,44304470.0
Software,28500000.0
Digital Entertainment,270000.0
Mobile Commerce,270000.0
Ticketing,270000.0
Curated Web,100000.0
Private Social Networking,100000.0
Social Media,100000.0
Fitness,20000.0
Health and Insurance,20000.0
Health and Wellness,20000.0
Human Resources,20000.0
Small and Medium Businesses,20000.0
Advertising,5000000.0
Curated Web,4300000.0
Advertising,842193.0
Android,842193.0
Incentives,842193.0
iPhone,842193.0
Local,842193.0
Loyalty Programs,842193.0
Mobile,842193.0
Curated Web,450000.0
Analytics,14270890.0
Big Data,14270890.0
Social Media Marketing,14270890.0
Advertising,101000000.0
Television,101000000.0
Peer-to-Peer,140000.0
Social Network Media,140000.0
Travel,140000.0
Information Technology,1000000.0
Big Data,1300000.0
Social Media,1300000.0
Curated Web,250000.0
Events,250000.0
Mobile,14500000.0
Online Dating,14500000.0
Social Innovation,14500000.0
Mobile,1491250.0
Social Search,1491250.0
Social Travel,1491250.0
Travel,1491250.0
Mobile,10000000.0
Mobile,51022.0
Tracking,51022.0
Advertising,12000000.0
Internet,12000000.0
Online Video Advertising,12000000.0
Advertising,14750000.0
Art,1408000.0
Internet of Things,1408000.0
Mobile,1408000.0
Social Media,1408000.0
Advertising,2200000.0
Coupons,2200000.0
Discounts,2200000.0
Internet,2200000.0
Local,2200000.0
Local Based Services,2200000.0
Location Based Services,2200000.0
Loyalty Programs,2200000.0
Mobile,2200000.0
Offline Businesses,2200000.0
Online Reservations,2200000.0
Promotional,2200000.0
Retail,2200000.0
Shopping,2200000.0
Trading,2200000.0
Mobile,160000.0
Professional Networking,95195.0
Sports,95195.0
Hardware,16403514.0
Health Care,16403514.0
Hardware + Software,10000000.0
Health Diagnostics,10000000.0
Sports,200000.0
E-Commerce,12740000.0
E-Commerce Platforms,12740000.0
Marketplaces,12740000.0
Mass Customization,12740000.0
Point of Sale,12740000.0
Social Media,50000.0
Hardware,20000000.0
Hardware + Software,20000000.0
Semiconductors,20000000.0
Audio,1007468.0
Internet Radio Market,1007468.0
Social Media,1007468.0
Brand Marketing,100000.0
Fashion,100000.0
Enterprise Software,88100000.0
Facebook Applications,88100000.0
Photo Sharing,88100000.0
Social Media,88100000.0
Social Network Media,88100000.0
Twitter Applications,88100000.0
Video Streaming,88100000.0
Apps,5000.0
Location Based Services,5000.0
Mobile,5000.0
E-Commerce,6500000.0
Open Source,6500000.0
Web Development,6500000.0
Social Media,14100000.0
Billing,4700370.0
E-Commerce,4700370.0
Mobile Payments,4700370.0
Payments,4700370.0
SaaS,4700370.0
Cloud Computing,13000006.0
Health and Wellness,13000006.0
Health Care,13000006.0
Apps,10000000.0
Mobile Commerce,10000000.0
Online Shopping,10000000.0
Delivery,56700000.0
Hospitality,56700000.0
Consumer Goods,210000.0
Clean Technology,2300000.0
Environmental Innovation,2300000.0
Toys,2300000.0
Credit Cards,2300000.0
E-Commerce,2300000.0
Internet,2300000.0
Biotechnology,25995418.0
Apps,32500000.0
Consumers,32500000.0
E-Commerce,32500000.0
Internet,32500000.0
Retail,32500000.0
Shopping,32500000.0
Networking,8250000.0
Social Media,8250000.0
Software,1360000.0
Mobile,93051049.0
Software,93051049.0
Wireless,93051049.0
Apps,1971455.0
Exercise,1971455.0
Fitness,1971455.0
Mobile,1971455.0
Music,1971455.0
Music Services,1971455.0
Apps,7320977.0
Mobile,7320977.0
Task Management,7320977.0
Web Tools,7320977.0
Biotechnology,3750000.0
Networking,38900000.0
Services,38900000.0
Food Processing,595000.0
Employer Benefits Programs,3000000.0
Financial Services,3000000.0
Human Resources,3000000.0
Analytics,10000000.0
Big Data,10000000.0
E-Commerce,10000000.0
Internet Marketing,10000000.0
Marketing Automation,10000000.0
Cloud Computing,47700000.0
Collaboration,47700000.0
Document Management,47700000.0
Enterprises,47700000.0
Enterprise Software,47700000.0
SaaS,47700000.0
Education,25900000.0
Education,1085535.0
Marketplaces,1085535.0
Health and Wellness,6908482.0
E-Commerce,12420256.0
Biotechnology,23277501.0
Advertising,1050000.0
Brand Marketing,1050000.0
Content,1050000.0
Content Creators,1050000.0
Creative,1050000.0
Crowdsourcing,1050000.0
Design,1050000.0
Marketplaces,1050000.0
Market Research,1050000.0
SaaS,1050000.0
Sales and Marketing,1050000.0
Social Media,1050000.0
Social Media Marketing,1050000.0
Consumer Electronics,473326.0
Data Centers,34000000.0
Enterprise Software,34000000.0
Information Technology,34000000.0
Software,34000000.0
Storage,34000000.0
Virtualization,34000000.0
Enterprise Software,3600000.0
Gamification,3600000.0
Mobile,3600000.0
SaaS,3600000.0
Software,37339356.0
Advertising,100000.0
Content Discovery,100000.0
Content Syndication,100000.0
Video,100000.0
Brokers,3230000.0
Finance Technology,3230000.0
Financial Services,3230000.0
FinTech,3230000.0
Personal Finance,3230000.0
Social Investing,3230000.0
Social Media,3230000.0
Advertising,123500000.0
Analytics,123500000.0
Blogging Platforms,123500000.0
Enterprise Software,123500000.0
Facebook Applications,123500000.0
Social CRM,123500000.0
Social Media,123500000.0
Social Media Management,123500000.0
Social Media Marketing,123500000.0
Twitter Applications,123500000.0
Social Media,1000000.0
Sports,1000000.0
Software,4275001.0
Customer Service,1007546.0
Services,1007546.0
Location Based Services,480000.0
Mobile,480000.0
Mobile Commerce,480000.0
Proximity Internet,480000.0
Real Time,480000.0
Retail,480000.0
SaaS,480000.0
Billing,2273363.0
Electronics,2273363.0
Professional Networking,2273363.0
Software,2273363.0
Advertising,8300000.0
Media,8300000.0
Web Development,8300000.0
Hospitality,4169864.0
Biotechnology,79095777.0
Design,40000.0
SEO,40000.0
Software,40000.0
Web Hosting,40000.0
Facebook Applications,19000000.0
Google Apps,19000000.0
Search,19000000.0
Social Media,19000000.0
Social Network Media,19000000.0
Software,19000000.0
Twitter Applications,19000000.0
Finance,1015000.0
Venture Capital,1015000.0
Games,836000.0
Curated Web,1000000.0
Hardware + Software,6550924.0
Internet of Things,6550924.0
Curated Web,217500.0
Education,100000.0
Enterprises,100000.0
Startups,100000.0
Collaboration,400000.0
Communities,400000.0
Marketplaces,400000.0
Social Commerce,400000.0
Specialty Retail,400000.0
Security,2300000.0
Health and Wellness,17000000.0
Health Care,17000000.0
Health Care Information Technology,17000000.0
Advertising,16014456.0
Enterprise Software,16014456.0
Facebook Applications,16014456.0
Sales and Marketing,16014456.0
Social Media,16014456.0
Internet Marketing,200000.0
Sales and Marketing,200000.0
Social Media,200000.0
Enterprise Software,18000.0
Finance,18000.0
Software,100000.0
Web Tools,100000.0
Information Technology,2175016.0
Apps,3250000.0
Mobile,3250000.0
Search,3250000.0
Software,28000000.0
Algorithms,287858.0
Big Data,287858.0
Innovation Management,287858.0
Finance,200000.0
Software,20000.0
Curated Web,175500.0
E-Commerce,25000.0
Local,25000.0
Marketplaces,25000.0
Tourism,25000.0
Travel,25000.0
Games,40000.0
Mobile,2930000.0
Cloud Computing,1100000.0
Enterprises,1100000.0
Mobile,1100000.0
Mobile Devices,1100000.0
Security,1100000.0
Curated Web,230538.0
Mobile,230538.0
Health Care,18000000.0
Apps,1750000.0
Coupons,1750000.0
Crowdfunding,1750000.0
Crowdsourcing,1750000.0
E-Commerce,1750000.0
Games,1750000.0
Monetization,1750000.0
Nonprofits,1750000.0
Social Commerce,1750000.0
Social Media,1750000.0
Software,4710000.0
Apps,500000.0
Biotechnology,4200000.0
Health Diagnostics,4200000.0
Application Performance Monitoring,25000000.0
Service Providers,25000000.0
Software,25000000.0
Consulting,1440000.0
Big Data,7770100.0
Big Data Analytics,7770100.0
Internet of Things,7770100.0
Advertising,40000.0
Mobile,40000.0
Semantic Web,40000.0
Journalism,276000.0
Media,276000.0
News,276000.0
E-Commerce,15000.0
Mobile,4000000.0
Social Commerce,4000000.0
Social Media,4000000.0
Social Media Marketing,4000000.0
Sports,4000000.0
Hardware + Software,3218000.0
Health and Wellness,3218000.0
Certification Test,3500000.0
College Recruiting,3500000.0
EdTech,3500000.0
Education,3500000.0
Recruiting,3500000.0
Skill Assessment,3500000.0
Analytics,7400000.0
Big Data,7400000.0
Business Intelligence,7400000.0
Enterprise Software,7400000.0
Geospatial,7400000.0
Accounting,550000.0
Cloud Computing,550000.0
Collaboration,550000.0
CRM,550000.0
Enterprises,550000.0
Network Security,550000.0
Project Management,550000.0
SaaS,550000.0
Software,550000.0
Storage,550000.0
Analytics,14200000.0
Big Data,14200000.0
Big Data Analytics,14200000.0
Cyber Security,14200000.0
Data Integration,14200000.0
Data Security,14200000.0
Data Visualization,14200000.0
Interest Graph,14200000.0
Software,14200000.0
iOS,230000.0
Sports,230000.0
Mobile,1700000.0
Social Network Media,1700000.0
Software,1700000.0
Big Data Analytics,1000000.0
Hardware + Software,1000000.0
Internet of Things,1000000.0
Retail Technology,1000000.0
Sporting Goods,2250000.0
Embedded Hardware and Software,4300000.0
New Technologies,4300000.0
Video,4300000.0
Chat,500000.0
Emerging Markets,500000.0
Entertainment,500000.0
Mobile,500000.0
Analytics,590500000.0
Finance,590500000.0
FinTech,590500000.0
Hardware + Software,590500000.0
Mobile,590500000.0
Mobile Payments,590500000.0
P2P Money Transfer,590500000.0
Brokers,6000000.0
Market Research,6000000.0
Real Estate,6000000.0
Clean Technology,325000.0
3D,1250000.0
Curated Web,1250000.0
Fashion,1250000.0
Software,225000.0
Curated Web,600000.0
Mobile,650000.0
Crowdsourcing,1375000.0
Digital Media,1375000.0
Internet,1375000.0
Social Media,1375000.0
Mobile,1000000.0
E-Commerce,34194.0
Gamification,34194.0
Advertising,4440262.0
Entertainment,4440262.0
Games,4440262.0
Internet Marketing,4440262.0
Media,4440262.0
Television,4440262.0
Apps,150000.0
Email,150000.0
iOS,150000.0
iPhone,150000.0
SaaS,150000.0
Software,150000.0
Web Development,150000.0
Blogging Platforms,78500000.0
Content,78500000.0
Curated Web,78500000.0
Internet,78500000.0
Software,78500000.0
Web CMS,78500000.0
Web Design,78500000.0
Hardware + Software,247700000.0
Insurance,247700000.0
Software,50000.0
Advertising,3000000.0
Consumer Electronics,3000000.0
Curated Web,3000000.0
Sports,3000000.0
Technology,3000000.0
Communications Infrastructure,2500000.0
Social Media,2500000.0
Software,2500000.0
Design,65853.0
E-Commerce,65853.0
Mobile,65853.0
Product Design,65853.0
E-Commerce,87000.0
SaaS,87000.0
Telecommunications,87000.0
Curated Web,75000.0
Employer Benefits Programs,1096481.0
Finance Technology,1096481.0
FinTech,1096481.0
Personal Finance,1096481.0
Analytics,1500000.0
Cloud Computing,1500000.0
Information Technology,1500000.0
SaaS,1500000.0
Software,1500000.0
Apps,750000.0
Collaboration,750000.0
Social Media,750000.0
Education,531600.0
K-12 Education,531600.0
Search,550000.0
Software,1100000.0
Video,1100000.0
Video Streaming,1100000.0
Software,88421.0
Collectibles,196078.0
Biotechnology,5115000.0
Finance,53000000.0
